t,x,y
     19.41000000,             NaN,             NaN
     19.42000000,             NaN,             NaN
     19.43000000,             NaN,             NaN
     19.44000000,             NaN,             NaN
     19.45000000,             NaN,             NaN
     19.46000000,             NaN,             NaN
     19.47000000,             NaN,             NaN
     19.48000000,             NaN,             NaN
     19.49000000,             NaN,             NaN
     19.50000000,             NaN,             NaN
     19.51000000,             NaN,             NaN
     19.52000000,             NaN,             NaN
     19.53000000,             NaN,             NaN
     19.54000000,             NaN,             NaN
     19.55000000,             NaN,             NaN
     19.56000000,             NaN,             NaN
     19.57000000,             NaN,             NaN
     19.58000000,             NaN,             NaN
     19.59000000,             NaN,             NaN
     19.60000000,             NaN,             NaN
     19.61000000,             NaN,             NaN
     19.62000000,             NaN,             NaN
     19.63000000,             NaN,             NaN
     19.64000000,             NaN,             NaN
     19.65000000,             NaN,             NaN
     19.66000000,             NaN,             NaN
     19.67000000,             NaN,             NaN
     19.68000000,             NaN,             NaN
     19.69000000,             NaN,             NaN
     19.70000000,             NaN,             NaN
     19.71000000,             NaN,             NaN
     19.72000000,             NaN,             NaN
     19.73000000,             NaN,             NaN
     19.74000000,             NaN,             NaN
     19.75000000,             NaN,             NaN
     19.76000000,             NaN,             NaN
     19.77000000,             NaN,             NaN
     19.78000000,             NaN,             NaN
     19.79000000,             NaN,             NaN
     19.80000000,             NaN,             NaN
     19.81000000,             NaN,             NaN
     19.82000000,             NaN,             NaN
     19.83000000,             NaN,             NaN
     19.84000000,             NaN,             NaN
     19.85000000,             NaN,             NaN
     19.86000000,             NaN,             NaN
     19.87000000,             NaN,             NaN
     19.88000000,             NaN,             NaN
     19.89000000,             NaN,             NaN
     19.90000000,             NaN,             NaN
     19.91000000,             NaN,             NaN
     19.92000000,             NaN,             NaN
     19.93000000,             NaN,             NaN
     19.94000000,             NaN,             NaN
     19.95000000,             NaN,             NaN
     19.96000000,             NaN,             NaN
     19.97000000,             NaN,             NaN
     19.98000000,             NaN,             NaN
     19.99000000,             NaN,             NaN
     20.00000000,             NaN,             NaN
     20.01000000,             NaN,             NaN
     20.02000000,             NaN,             NaN
     20.03000000,             NaN,             NaN
     20.04000000,             NaN,             NaN
     20.05000000,             NaN,             NaN
     20.06000000,             NaN,             NaN
     20.07000000,             NaN,             NaN
     20.08000000,             NaN,             NaN
     20.09000000,             NaN,             NaN
     20.10000000,             NaN,             NaN
     20.11000000,             NaN,             NaN
     20.12000000,             NaN,             NaN
     20.13000000,             NaN,             NaN
     20.14000000,             NaN,             NaN
     20.15000000,             NaN,             NaN
     20.16000000,             NaN,             NaN
     20.17000000,             NaN,             NaN
     20.18000000,             NaN,             NaN
     20.19000000,             NaN,             NaN
     20.20000000,             NaN,             NaN
     20.21000000,             NaN,             NaN
     20.22000000,             NaN,             NaN
     20.23000000,             NaN,             NaN
     20.24000000,             NaN,             NaN
     20.25000000,             NaN,             NaN
     20.26000000,             NaN,             NaN
     20.27000000,             NaN,             NaN
     20.28000000,             NaN,             NaN
     20.29000000,             NaN,             NaN
     20.30000000,             NaN,             NaN
     20.31000000,             NaN,             NaN
     20.32000000,             NaN,             NaN
     20.33000000,             NaN,             NaN
     20.34000000,             NaN,             NaN
     20.35000000,             NaN,             NaN
     20.36000000,             NaN,             NaN
     20.37000000,             NaN,             NaN
     20.38000000,             NaN,             NaN
     20.39000000,             NaN,             NaN
     20.40000000,             NaN,             NaN
     20.41000000,             NaN,             NaN
     20.42000000,             NaN,             NaN
     20.43000000,             NaN,             NaN
     20.44000000,             NaN,             NaN
     20.45000000,             NaN,             NaN
     20.46000000,             NaN,             NaN
     20.47000000,             NaN,             NaN
     20.48000000,             NaN,             NaN
     20.49000000,             NaN,             NaN
     20.50000000,             NaN,             NaN
     20.51000000,             NaN,             NaN
     20.52000000,             NaN,             NaN
     20.53000000,             NaN,             NaN
     20.54000000,             NaN,             NaN
     20.55000000,             NaN,             NaN
     20.56000000,             NaN,             NaN
     20.57000000,             NaN,             NaN
     20.58000000,             NaN,             NaN
     20.59000000,             NaN,             NaN
     20.60000000,             NaN,             NaN
     20.61000000,             NaN,             NaN
     20.62000000,             NaN,             NaN
     20.63000000,             NaN,             NaN
     20.64000000,             NaN,             NaN
     20.65000000,             NaN,             NaN
     20.66000000,             NaN,             NaN
     20.67000000,             NaN,             NaN
     20.68000000,             NaN,             NaN
     20.69000000,             NaN,             NaN
     20.70000000,             NaN,             NaN
     20.71000000,             NaN,             NaN
     20.72000000,             NaN,             NaN
     20.73000000,             NaN,             NaN
     20.74000000,             NaN,             NaN
     20.75000000,             NaN,             NaN
     20.76000000,             NaN,             NaN
     20.77000000,             NaN,             NaN
     20.78000000,             NaN,             NaN
     20.79000000,             NaN,             NaN
     20.80000000,             NaN,             NaN
     20.81000000,             NaN,             NaN
     20.82000000,             NaN,             NaN
     20.83000000,             NaN,             NaN
     20.84000000,             NaN,             NaN
     20.85000000,             NaN,             NaN
     20.86000000,             NaN,             NaN
     20.87000000,             NaN,             NaN
     20.88000000,             NaN,             NaN
     20.89000000,             NaN,             NaN
     20.90000000,             NaN,             NaN
     20.91000000,             NaN,             NaN
     20.92000000,             NaN,             NaN
     20.93000000,             NaN,             NaN
     20.94000000,             NaN,             NaN
     20.95000000,             NaN,             NaN
     20.96000000,             NaN,             NaN
     20.97000000,             NaN,             NaN
     20.98000000,             NaN,             NaN
     20.99000000,             NaN,             NaN
     21.00000000,             NaN,             NaN
     21.01000000,             NaN,             NaN
     21.02000000,             NaN,             NaN
     21.03000000,             NaN,             NaN
     21.04000000,             NaN,             NaN
     21.05000000,             NaN,             NaN
     21.06000000,             NaN,             NaN
     21.07000000,             NaN,             NaN
     21.08000000,             NaN,             NaN
     21.09000000,             NaN,             NaN
     21.10000000,             NaN,             NaN
     21.11000000,             NaN,             NaN
     21.12000000,             NaN,             NaN
     21.13000000,             NaN,             NaN
     21.14000000,             NaN,             NaN
     21.15000000,             NaN,             NaN
     21.16000000,             NaN,             NaN
     21.17000000,             NaN,             NaN
     21.18000000,             NaN,             NaN
     21.19000000,             NaN,             NaN
     21.20000000,             NaN,             NaN
     21.21000000,             NaN,             NaN
     21.22000000,             NaN,             NaN
     21.23000000,             NaN,             NaN
     21.24000000,             NaN,             NaN
     21.25000000,             NaN,             NaN
     21.26000000,             NaN,             NaN
     21.27000000,             NaN,             NaN
     21.28000000,             NaN,             NaN
     21.29000000,             NaN,             NaN
     21.30000000,             NaN,             NaN
     21.31000000,             NaN,             NaN
     21.32000000,             NaN,             NaN
     21.33000000,             NaN,             NaN
     21.34000000,             NaN,             NaN
     21.35000000,             NaN,             NaN
     21.36000000,             NaN,             NaN
     21.37000000,             NaN,             NaN
     21.38000000,             NaN,             NaN
     21.39000000,             NaN,             NaN
     21.40000000,             NaN,             NaN
     21.41000000,             NaN,             NaN
     21.42000000,             NaN,             NaN
     21.43000000,             NaN,             NaN
     21.44000000,             NaN,             NaN
     21.45000000,             NaN,             NaN
     21.46000000,             NaN,             NaN
     21.47000000,             NaN,             NaN
     21.48000000,             NaN,             NaN
     21.49000000,             NaN,             NaN
     21.50000000,             NaN,             NaN
     21.51000000,             NaN,             NaN
     21.52000000,             NaN,             NaN
     21.53000000,             NaN,             NaN
     21.54000000,             NaN,             NaN
     21.55000000,             NaN,             NaN
     21.56000000,             NaN,             NaN
     21.57000000,             NaN,             NaN
     21.58000000,             NaN,             NaN
     21.59000000,             NaN,             NaN
     21.60000000,             NaN,             NaN
     21.61000000,             NaN,             NaN
     21.62000000,             NaN,             NaN
     21.63000000,             NaN,             NaN
     21.64000000,             NaN,             NaN
     21.65000000,             NaN,             NaN
     21.66000000,             NaN,             NaN
     21.67000000,             NaN,             NaN
     21.68000000,             NaN,             NaN
     21.69000000,             NaN,             NaN
     21.70000000,             NaN,             NaN
     21.71000000,             NaN,             NaN
     21.72000000,             NaN,             NaN
     21.73000000,             NaN,             NaN
     21.74000000,             NaN,             NaN
     21.75000000,             NaN,             NaN
     21.76000000,             NaN,             NaN
     21.77000000,             NaN,             NaN
     21.78000000,             NaN,             NaN
     21.79000000,             NaN,             NaN
     21.80000000,             NaN,             NaN
     21.81000000,             NaN,             NaN
     21.82000000,             NaN,             NaN
     21.83000000,             NaN,             NaN
     21.84000000,             NaN,             NaN
     21.85000000,             NaN,             NaN
     21.86000000,             NaN,             NaN
     21.87000000,             NaN,             NaN
     21.88000000,             NaN,             NaN
     21.89000000,             NaN,             NaN
     21.90000000,             NaN,             NaN
     21.91000000,             NaN,             NaN
     21.92000000,             NaN,             NaN
     21.93000000,             NaN,             NaN
     21.94000000,             NaN,             NaN
     21.95000000,             NaN,             NaN
     21.96000000,             NaN,             NaN
     21.97000000,             NaN,             NaN
     21.98000000,             NaN,             NaN
     21.99000000,             NaN,             NaN
     22.00000000,             NaN,             NaN
     22.01000000,             NaN,             NaN
     22.02000000,             NaN,             NaN
     22.03000000,             NaN,             NaN
     22.04000000,             NaN,             NaN
     22.05000000,             NaN,             NaN
     22.06000000,             NaN,             NaN
     22.07000000,             NaN,             NaN
     22.08000000,             NaN,             NaN
     22.09000000,             NaN,             NaN
     22.10000000,             NaN,             NaN
     22.11000000,             NaN,             NaN
     22.12000000,             NaN,             NaN
     22.13000000,             NaN,             NaN
     22.14000000,             NaN,             NaN
     22.15000000,             NaN,             NaN
     22.16000000,             NaN,             NaN
     22.17000000,             NaN,             NaN
     22.18000000,             NaN,             NaN
     22.19000000,             NaN,             NaN
     22.20000000,             NaN,             NaN
     22.21000000,             NaN,             NaN
     22.22000000,             NaN,             NaN
     22.23000000,             NaN,             NaN
     22.24000000,             NaN,             NaN
     22.25000000,             NaN,             NaN
     22.26000000,             NaN,             NaN
     22.27000000,             NaN,             NaN
     22.28000000,             NaN,             NaN
     22.29000000,             NaN,             NaN
     22.30000000,             NaN,             NaN
     22.31000000,             NaN,             NaN
     22.32000000,             NaN,             NaN
     22.33000000,             NaN,             NaN
     22.34000000,             NaN,             NaN
     22.35000000,             NaN,             NaN
     22.36000000,             NaN,             NaN
     22.37000000,             NaN,             NaN
     22.38000000,             NaN,             NaN
     22.39000000,             NaN,             NaN
     22.40000000,             NaN,             NaN
     22.41000000,             NaN,             NaN
     22.42000000,             NaN,             NaN
     22.43000000,             NaN,             NaN
     22.44000000,             NaN,             NaN
     22.45000000,             NaN,             NaN
     22.46000000,             NaN,             NaN
     22.47000000,             NaN,             NaN
     22.48000000,             NaN,             NaN
     22.49000000,             NaN,             NaN
     22.50000000,             NaN,             NaN
     22.51000000,             NaN,             NaN
     22.52000000,             NaN,             NaN
     22.53000000,             NaN,             NaN
     22.54000000,             NaN,             NaN
     22.55000000,             NaN,             NaN
     22.56000000,             NaN,             NaN
     22.57000000,             NaN,             NaN
     22.58000000,             NaN,             NaN
     22.59000000,             NaN,             NaN
     22.60000000,             NaN,             NaN
     22.61000000,             NaN,             NaN
     22.62000000,             NaN,             NaN
     22.63000000,             NaN,             NaN
     22.64000000,             NaN,             NaN
     22.65000000,             NaN,             NaN
     22.66000000,             NaN,             NaN
     22.67000000,             NaN,             NaN
     22.68000000,             NaN,             NaN
     22.69000000,             NaN,             NaN
     22.70000000,             NaN,             NaN
     22.71000000,             NaN,             NaN
     22.72000000,             NaN,             NaN
     22.73000000,             NaN,             NaN
     22.74000000,             NaN,             NaN
     22.75000000,             NaN,             NaN
     22.76000000,             NaN,             NaN
     22.77000000,             NaN,             NaN
     22.78000000,             NaN,             NaN
     22.79000000,             NaN,             NaN
     22.80000000,             NaN,             NaN
     22.81000000,             NaN,             NaN
     22.82000000,             NaN,             NaN
     22.83000000,             NaN,             NaN
     22.84000000,             NaN,             NaN
     22.85000000,             NaN,             NaN
     22.86000000,             NaN,             NaN
     22.87000000,             NaN,             NaN
     22.88000000,             NaN,             NaN
     22.89000000,             NaN,             NaN
     22.90000000,             NaN,             NaN
     22.91000000,             NaN,             NaN
     22.92000000,             NaN,             NaN
     22.93000000,             NaN,             NaN
     22.94000000,             NaN,             NaN
     22.95000000,             NaN,             NaN
     22.96000000,             NaN,             NaN
     22.97000000,             NaN,             NaN
     22.98000000,             NaN,             NaN
     22.99000000,             NaN,             NaN
     23.00000000,             NaN,             NaN
     23.01000000,             NaN,             NaN
     23.02000000,             NaN,             NaN
     23.03000000,             NaN,             NaN
     23.04000000,             NaN,             NaN
     23.05000000,             NaN,             NaN
     23.06000000,             NaN,             NaN
     23.07000000,             NaN,             NaN
     23.08000000,             NaN,             NaN
     23.09000000,             NaN,             NaN
     23.10000000,             NaN,             NaN
     23.11000000,             NaN,             NaN
     23.12000000,             NaN,             NaN
     23.13000000,             NaN,             NaN
     23.14000000,             NaN,             NaN
     23.15000000,             NaN,             NaN
     23.16000000,             NaN,             NaN
     23.17000000,             NaN,             NaN
     23.18000000,             NaN,             NaN
     23.19000000,             NaN,             NaN
     23.20000000,             NaN,             NaN
     23.21000000,             NaN,             NaN
     23.22000000,             NaN,             NaN
     23.23000000,             NaN,             NaN
     23.24000000,             NaN,             NaN
     23.25000000,             NaN,             NaN
     23.26000000,             NaN,             NaN
     23.27000000,             NaN,             NaN
     23.28000000,             NaN,             NaN
     23.29000000,             NaN,             NaN
     23.30000000,             NaN,             NaN
     23.31000000,             NaN,             NaN
     23.32000000,             NaN,             NaN
     23.33000000,             NaN,             NaN
     23.34000000,             NaN,             NaN
     23.35000000,             NaN,             NaN
     23.36000000,             NaN,             NaN
     23.37000000,             NaN,             NaN
     23.38000000,             NaN,             NaN
     23.39000000,             NaN,             NaN
     23.40000000,             NaN,             NaN
     23.41000000,             NaN,             NaN
     23.42000000,             NaN,             NaN
     23.43000000,             NaN,             NaN
     23.44000000,             NaN,             NaN
     23.45000000,             NaN,             NaN
     23.46000000,             NaN,             NaN
     23.47000000,             NaN,             NaN
     23.48000000,             NaN,             NaN
     23.49000000,             NaN,             NaN
     23.50000000,             NaN,             NaN
     23.51000000,             NaN,             NaN
     23.52000000,             NaN,             NaN
     23.53000000,             NaN,             NaN
     23.54000000,             NaN,             NaN
     23.55000000,             NaN,             NaN
     23.56000000,             NaN,             NaN
     23.57000000,             NaN,             NaN
     23.58000000,             NaN,             NaN
     23.59000000,             NaN,             NaN
     23.60000000,             NaN,             NaN
     23.61000000,             NaN,             NaN
     23.62000000,             NaN,             NaN
     23.63000000,             NaN,             NaN
     23.64000000,             NaN,             NaN
     23.65000000,             NaN,             NaN
     23.66000000,             NaN,             NaN
     23.67000000,             NaN,             NaN
     23.68000000,             NaN,             NaN
     23.69000000,             NaN,             NaN
     23.70000000,             NaN,             NaN
     23.71000000,             NaN,             NaN
     23.72000000,             NaN,             NaN
     23.73000000,             NaN,             NaN
     23.74000000,             NaN,             NaN
     23.75000000,             NaN,             NaN
     23.76000000,             NaN,             NaN
     23.77000000,             NaN,             NaN
     23.78000000,             NaN,             NaN
     23.79000000,             NaN,             NaN
     23.80000000,             NaN,             NaN
     23.81000000,             NaN,             NaN
     23.82000000,             NaN,             NaN
     23.83000000,             NaN,             NaN
     23.84000000,             NaN,             NaN
     23.85000000,             NaN,             NaN
     23.86000000,             NaN,             NaN
     23.87000000,             NaN,             NaN
     23.88000000,             NaN,             NaN
     23.89000000,             NaN,             NaN
     23.90000000,             NaN,             NaN
     23.91000000,             NaN,             NaN
     23.92000000,             NaN,             NaN
     23.93000000,             NaN,             NaN
     23.94000000,             NaN,             NaN
     23.95000000,             NaN,             NaN
     23.96000000,             NaN,             NaN
     23.97000000,             NaN,             NaN
     23.98000000,             NaN,             NaN
     23.99000000,             NaN,             NaN
     24.00000000,             NaN,             NaN
     24.01000000,             NaN,             NaN
     24.02000000,             NaN,             NaN
     24.03000000,             NaN,             NaN
     24.04000000,             NaN,             NaN
     24.05000000,             NaN,             NaN
     24.06000000,             NaN,             NaN
     24.07000000,             NaN,             NaN
     24.08000000,             NaN,             NaN
     24.09000000,             NaN,             NaN
     24.10000000,             NaN,             NaN
     24.11000000,             NaN,             NaN
     24.12000000,             NaN,             NaN
     24.13000000,             NaN,             NaN
     24.14000000,             NaN,             NaN
     24.15000000,             NaN,             NaN
     24.16000000,             NaN,             NaN
     24.17000000,             NaN,             NaN
     24.18000000,             NaN,             NaN
     24.19000000,             NaN,             NaN
     24.20000000,             NaN,             NaN
     24.21000000,             NaN,             NaN
     24.22000000,             NaN,             NaN
     24.23000000,             NaN,             NaN
     24.24000000,             NaN,             NaN
     24.25000000,             NaN,             NaN
     24.26000000,             NaN,             NaN
     24.27000000,             NaN,             NaN
     24.28000000,             NaN,             NaN
     24.29000000,             NaN,             NaN
     24.30000000,             NaN,             NaN
     24.31000000,             NaN,             NaN
     24.32000000,             NaN,             NaN
     24.33000000,             NaN,             NaN
     24.34000000,             NaN,             NaN
     24.35000000,             NaN,             NaN
     24.36000000,             NaN,             NaN
     24.37000000,             NaN,             NaN
     24.38000000,             NaN,             NaN
     24.39000000,             NaN,             NaN
     24.40000000,             NaN,             NaN
     24.41000000,             NaN,             NaN
     24.42000000,             NaN,             NaN
     24.43000000,             NaN,             NaN
     24.44000000,             NaN,             NaN
     24.45000000,             NaN,             NaN
     24.46000000,             NaN,             NaN
     24.47000000,             NaN,             NaN
     24.48000000,             NaN,             NaN
     24.49000000,             NaN,             NaN
     24.50000000,             NaN,             NaN
     24.51000000,             NaN,             NaN
     24.52000000,             NaN,             NaN
     24.53000000,             NaN,             NaN
     24.54000000,             NaN,             NaN
     24.55000000,             NaN,             NaN
     24.56000000,             NaN,             NaN
     24.57000000,             NaN,             NaN
     24.58000000,             NaN,             NaN
     24.59000000,             NaN,             NaN
     24.60000000,             NaN,             NaN
     24.61000000,             NaN,             NaN
     24.62000000,             NaN,             NaN
     24.63000000,             NaN,             NaN
     24.64000000,             NaN,             NaN
     24.65000000,             NaN,             NaN
     24.66000000,             NaN,             NaN
     24.67000000,             NaN,             NaN
     24.68000000,             NaN,             NaN
     24.69000000,             NaN,             NaN
     24.70000000,             NaN,             NaN
     24.71000000,             NaN,             NaN
     24.72000000,             NaN,             NaN
     24.73000000,             NaN,             NaN
     24.74000000,             NaN,             NaN
     24.75000000,             NaN,             NaN
     24.76000000,             NaN,             NaN
     24.77000000,             NaN,             NaN
     24.78000000,             NaN,             NaN
     24.79000000,             NaN,             NaN
     24.80000000,             NaN,             NaN
     24.81000000,             NaN,             NaN
     24.82000000,             NaN,             NaN
     24.83000000,             NaN,             NaN
     24.84000000,             NaN,             NaN
     24.85000000,             NaN,             NaN
     24.86000000,             NaN,             NaN
     24.87000000,             NaN,             NaN
     24.88000000,             NaN,             NaN
     24.89000000,             NaN,             NaN
     24.90000000,             NaN,             NaN
     24.91000000,             NaN,             NaN
     24.92000000,             NaN,             NaN
     24.93000000,             NaN,             NaN
     24.94000000,             NaN,             NaN
     24.95000000,             NaN,             NaN
     24.96000000,             NaN,             NaN
     24.97000000,             NaN,             NaN
     24.98000000,             NaN,             NaN
     24.99000000,             NaN,             NaN
     25.00000000,             NaN,             NaN
     25.01000000,             NaN,             NaN
     25.02000000,             NaN,             NaN
     25.03000000,             NaN,             NaN
     25.04000000,             NaN,             NaN
     25.05000000,             NaN,             NaN
     25.06000000,             NaN,             NaN
     25.07000000,             NaN,             NaN
     25.08000000,             NaN,             NaN
     25.09000000,             NaN,             NaN
     25.10000000,             NaN,             NaN
     25.11000000,             NaN,             NaN
     25.12000000,             NaN,             NaN
     25.13000000,             NaN,             NaN
     25.14000000,             NaN,             NaN
     25.15000000,             NaN,             NaN
     25.16000000,             NaN,             NaN
     25.17000000,             NaN,             NaN
     25.18000000,             NaN,             NaN
     25.19000000,             NaN,             NaN
     25.20000000,             NaN,             NaN
     25.21000000,             NaN,             NaN
     25.22000000,             NaN,             NaN
     25.23000000,             NaN,             NaN
     25.24000000,             NaN,             NaN
     25.25000000,             NaN,             NaN
     25.26000000,             NaN,             NaN
     25.27000000,             NaN,             NaN
     25.28000000,             NaN,             NaN
     25.29000000,             NaN,             NaN
     25.30000000,             NaN,             NaN
     25.31000000,             NaN,             NaN
     25.32000000,             NaN,             NaN
     25.33000000,             NaN,             NaN
     25.34000000,             NaN,             NaN
     25.35000000,             NaN,             NaN
     25.36000000,             NaN,             NaN
     25.37000000,             NaN,             NaN
     25.38000000,             NaN,             NaN
     25.39000000,             NaN,             NaN
     25.40000000,             NaN,             NaN
     25.41000000,             NaN,             NaN
     25.42000000,             NaN,             NaN
     25.43000000,             NaN,             NaN
     25.44000000,             NaN,             NaN
     25.45000000,             NaN,             NaN
     25.46000000,             NaN,             NaN
     25.47000000,             NaN,             NaN
     25.48000000,             NaN,             NaN
     25.49000000,             NaN,             NaN
     25.50000000,             NaN,             NaN
     25.51000000,             NaN,             NaN
     25.52000000,             NaN,             NaN
     25.53000000,             NaN,             NaN
     25.54000000,             NaN,             NaN
     25.55000000,             NaN,             NaN
     25.56000000,             NaN,             NaN
     25.57000000,             NaN,             NaN
     25.58000000,             NaN,             NaN
     25.59000000,             NaN,             NaN
     25.60000000,             NaN,             NaN
     25.61000000,             NaN,             NaN
     25.62000000,             NaN,             NaN
     25.63000000,             NaN,             NaN
     25.64000000,             NaN,             NaN
     25.65000000,             NaN,             NaN
     25.66000000,             NaN,             NaN
     25.67000000,             NaN,             NaN
     25.68000000,             NaN,             NaN
     25.69000000,             NaN,             NaN
     25.70000000,             NaN,             NaN
     25.71000000,             NaN,             NaN
     25.72000000,             NaN,             NaN
     25.73000000,             NaN,             NaN
     25.74000000,             NaN,             NaN
     25.75000000,             NaN,             NaN
     25.76000000,             NaN,             NaN
     25.77000000,             NaN,             NaN
     25.78000000,             NaN,             NaN
     25.79000000,             NaN,             NaN
     25.80000000,             NaN,             NaN
     25.81000000,             NaN,             NaN
     25.82000000,             NaN,             NaN
     25.83000000,             NaN,             NaN
     25.84000000,             NaN,             NaN
     25.85000000,             NaN,             NaN
     25.86000000,             NaN,             NaN
     25.87000000,             NaN,             NaN
     25.88000000,             NaN,             NaN
     25.89000000,             NaN,             NaN
     25.90000000,             NaN,             NaN
     25.91000000,             NaN,             NaN
     25.92000000,             NaN,             NaN
     25.93000000,             NaN,             NaN
     25.94000000,             NaN,             NaN
     25.95000000,             NaN,             NaN
     25.96000000,             NaN,             NaN
     25.97000000,             NaN,             NaN
     25.98000000,             NaN,             NaN
     25.99000000,             NaN,             NaN
     26.00000000,             NaN,             NaN
     26.01000000,             NaN,             NaN
     26.02000000,             NaN,             NaN
     26.03000000,             NaN,             NaN
     26.04000000,             NaN,             NaN
     26.05000000,             NaN,             NaN
     26.06000000,             NaN,             NaN
     26.07000000,             NaN,             NaN
     26.08000000,             NaN,             NaN
     26.09000000,             NaN,             NaN
     26.10000000,             NaN,             NaN
     26.11000000,             NaN,             NaN
     26.12000000,             NaN,             NaN
     26.13000000,             NaN,             NaN
     26.14000000,             NaN,             NaN
     26.15000000,             NaN,             NaN
     26.16000000,             NaN,             NaN
     26.17000000,             NaN,             NaN
     26.18000000,             NaN,             NaN
     26.19000000,             NaN,             NaN
     26.20000000,             NaN,             NaN
     26.21000000,             NaN,             NaN
     26.22000000,             NaN,             NaN
     26.23000000,             NaN,             NaN
     26.24000000,             NaN,             NaN
     26.25000000,             NaN,             NaN
     26.26000000,             NaN,             NaN
     26.27000000,             NaN,             NaN
     26.28000000,             NaN,             NaN
     26.29000000,             NaN,             NaN
     26.30000000,             NaN,             NaN
     26.31000000,             NaN,             NaN
     26.32000000,             NaN,             NaN
     26.33000000,             NaN,             NaN
     26.34000000,             NaN,             NaN
     26.35000000,             NaN,             NaN
     26.36000000,             NaN,             NaN
     26.37000000,             NaN,             NaN
     26.38000000,             NaN,             NaN
     26.39000000,             NaN,             NaN
     26.40000000,             NaN,             NaN
     26.41000000,             NaN,             NaN
     26.42000000,             NaN,             NaN
     26.43000000,             NaN,             NaN
     26.44000000,             NaN,             NaN
     26.45000000,             NaN,             NaN
     26.46000000,             NaN,             NaN
     26.47000000,             NaN,             NaN
     26.48000000,             NaN,             NaN
     26.49000000,             NaN,             NaN
     26.50000000,             NaN,             NaN
     26.51000000,             NaN,             NaN
     26.52000000,             NaN,             NaN
     26.53000000,             NaN,             NaN
     26.54000000,             NaN,             NaN
     26.55000000,             NaN,             NaN
     26.56000000,             NaN,             NaN
     26.57000000,             NaN,             NaN
     26.58000000,             NaN,             NaN
     26.59000000,             NaN,             NaN
     26.60000000,             NaN,             NaN
     26.61000000,             NaN,             NaN
     26.62000000,             NaN,             NaN
     26.63000000,             NaN,             NaN
     26.64000000,             NaN,             NaN
     26.65000000,             NaN,             NaN
     26.66000000,             NaN,             NaN
     26.67000000,             NaN,             NaN
     26.68000000,             NaN,             NaN
     26.69000000,             NaN,             NaN
     26.70000000,             NaN,             NaN
     26.71000000,             NaN,             NaN
     26.72000000,             NaN,             NaN
     26.73000000,             NaN,             NaN
     26.74000000,             NaN,             NaN
     26.75000000,             NaN,             NaN
     26.76000000,             NaN,             NaN
     26.77000000,             NaN,             NaN
     26.78000000,             NaN,             NaN
     26.79000000,             NaN,             NaN
     26.80000000,             NaN,             NaN
     26.81000000,             NaN,             NaN
     26.82000000,             NaN,             NaN
     26.83000000,             NaN,             NaN
     26.84000000,             NaN,             NaN
     26.85000000,             NaN,             NaN
     26.86000000,             NaN,             NaN
     26.87000000,             NaN,             NaN
     26.88000000,             NaN,             NaN
     26.89000000,             NaN,             NaN
     26.90000000,             NaN,             NaN
     26.91000000,             NaN,             NaN
     26.92000000,             NaN,             NaN
     26.93000000,             NaN,             NaN
     26.94000000,             NaN,             NaN
     26.95000000,             NaN,             NaN
     26.96000000,             NaN,             NaN
     26.97000000,             NaN,             NaN
     26.98000000,             NaN,             NaN
     26.99000000,             NaN,             NaN
     27.00000000,             NaN,             NaN
     27.01000000,             NaN,             NaN
     27.02000000,             NaN,             NaN
     27.03000000,             NaN,             NaN
     27.04000000,             NaN,             NaN
     27.05000000,             NaN,             NaN
     27.06000000,             NaN,             NaN
     27.07000000,             NaN,             NaN
     27.08000000,             NaN,             NaN
     27.09000000,             NaN,             NaN
     27.10000000,             NaN,             NaN
     27.11000000,             NaN,             NaN
     27.12000000,             NaN,             NaN
     27.13000000,             NaN,             NaN
     27.14000000,             NaN,             NaN
     27.15000000,             NaN,             NaN
     27.16000000,             NaN,             NaN
     27.17000000,             NaN,             NaN
     27.18000000,             NaN,             NaN
     27.19000000,             NaN,             NaN
     27.20000000,             NaN,             NaN
     27.21000000,             NaN,             NaN
     27.22000000,             NaN,             NaN
     27.23000000,             NaN,             NaN
     27.24000000,             NaN,             NaN
     27.25000000,             NaN,             NaN
     27.26000000,             NaN,             NaN
     27.27000000,             NaN,             NaN
     27.28000000,             NaN,             NaN
     27.29000000,             NaN,             NaN
     27.30000000,             NaN,             NaN
     27.31000000,             NaN,             NaN
     27.32000000,             NaN,             NaN
     27.33000000,             NaN,             NaN
     27.34000000,             NaN,             NaN
     27.35000000,             NaN,             NaN
     27.36000000,             NaN,             NaN
     27.37000000,             NaN,             NaN
     27.38000000,             NaN,             NaN
     27.39000000,             NaN,             NaN
     27.40000000,             NaN,             NaN
     27.41000000,             NaN,             NaN
     27.42000000,             NaN,             NaN
     27.43000000,             NaN,             NaN
     27.44000000,             NaN,             NaN
     27.45000000,             NaN,             NaN
     27.46000000,             NaN,             NaN
     27.47000000,             NaN,             NaN
     27.48000000,             NaN,             NaN
     27.49000000,             NaN,             NaN
     27.50000000,             NaN,             NaN
     27.51000000,             NaN,             NaN
     27.52000000,             NaN,             NaN
     27.53000000,             NaN,             NaN
     27.54000000,             NaN,             NaN
     27.55000000,             NaN,             NaN
     27.56000000,             NaN,             NaN
     27.57000000,             NaN,             NaN
     27.58000000,             NaN,             NaN
     27.59000000,             NaN,             NaN
     27.60000000,             NaN,             NaN
     27.61000000,             NaN,             NaN
     27.62000000,             NaN,             NaN
     27.63000000,             NaN,             NaN
